product_code,product_name,price,availability,description,category,brand,image_url,stock_status,scrape_status,error_message,location_Local,location_Other,location_Branch
16116.0,MUSTAD CONCORDE STEEL XTRA S/C H 7 !!,,Out of Stock,,,,,Out of Stock,success,,0,0,Sydney
16117.0,MUSTAD CONCORDE STEEL XTRA S/C H 8 !!,,Out of Stock,,,,,Out of Stock,success,,0,0,Sydney
16120.0,KONGS GRAVEL NAT GOLD MIX 2KG ##,,Out of Stock,,,,,Out of Stock,success,,0,0,Sydney
16128.0,SYKES POTTIES GREEN OINTMENT 10KG ##,,Out of Stock,,,,,Out of Stock,success,,0,0,Sydney
1625.0,,,,,,,,,not_found,Product page not found,,,
16298.0,,,,,,,,,not_found,Product page not found,,,
16307.0,,,,,,,,,not_found,Product page not found,,,
16342.0,,,,,,,,,not_found,Product page not found,,,
16354.0,,,,,,,,,not_found,Product page not found,,,
16355.0,,,,,,,,,not_found,Product page not found,,,
16398.0,,,,,,,,,not_found,Product page not found,,,
16399.0,,,,,,,,,not_found,Product page not found,,,
16400.0,,,,,,,,,not_found,Product page not found,,,
16401.0,,,,,,,,,not_found,Product page not found,,,
16402.0,,,,,,,,,not_found,Product page not found,,,
16403.0,,,,,,,,,not_found,Product page not found,,,
16404.0,,,,,,,,,not_found,Product page not found,,,
16405.0,,,,,,,,,not_found,Product page not found,,,
16406.0,,,,,,,,,not_found,Product page not found,,,
16407.0,,,,,,,,,not_found,Product page not found,,,
16439.0,,,,,,,,,not_found,Product page not found,,,
16440.0,,,,,,,,,not_found,Product page not found,,,
16441.0,,,,,,,,,not_found,Product page not found,,,
1650.0,,,,,,,,,not_found,Product page not found,,,
16569.0,,,,,,,,,not_found,Product page not found,,,
16570.0,,,,,,,,,not_found,Product page not found,,,
16571.0,,,,,,,,,not_found,Product page not found,,,
16576.0,,,,,,,,,not_found,Product page not found,,,
16641.0,,,,,,,,,not_found,Product page not found,,,
16648.0,,,,,,,,,not_found,Product page not found,,,
16649.0,,,,,,,,,not_found,Product page not found,,,
16669.0,,,,,,,,,not_found,Product page not found,,,
16673.0,,,,,,,,,not_found,Product page not found,,,
16677.0,,,,,,,,,not_found,Product page not found,,,
16678.0,,,,,,,,,not_found,Product page not found,,,
16679.0,,,,,,,,,not_found,Product page not found,,,
1668.0,,,,,,,,,not_found,Product page not found,,,
16694.0,,,,,,,,,not_found,Product page not found,,,
16696.0,,,,,,,,,not_found,Product page not found,,,
16697.0,,,,,,,,,not_found,Product page not found,,,
16713.0,,,,,,,,,not_found,Product page not found,,,
16718.0,,,,,,,,,not_found,Product page not found,,,
16729.0,,,,,,,,,not_found,Product page not found,,,
16762.0,,,,,,,,,not_found,Product page not found,,,
16775.0,,,,,,,,,not_found,Product page not found,,,
1681.0,,,,,,,,,not_found,Product page not found,,,
16818.0,,,,,,,,,not_found,Product page not found,,,
16819.0,,,,,,,,,not_found,Product page not found,,,
1687.0,,,,,,,,,not_found,Product page not found,,,
1696.0,,,,,,,,,not_found,Product page not found,,,
1699.0,,,,,,,,,not_found,Product page not found,,,
1716.0,,,,,,,,,not_found,Product page not found,,,
1717.0,,,,,,,,,not_found,Product page not found,,,
1718.0,,,,,,,,,not_found,Product page not found,,,
1719.0,,,,,,,,,not_found,Product page not found,,,
17231.0,,,,,,,,,not_found,Product page not found,,,
17249.0,,,,,,,,,not_found,Product page not found,,,
17264.0,,,,,,,,,not_found,Product page not found,,,
17282.0,,,,,,,,,not_found,Product page not found,,,
17310.0,,,,,,,,,not_found,Product page not found,,,
17311.0,,,,,,,,,not_found,Product page not found,,,
17312.0,,,,,,,,,not_found,Product page not found,,,
17358.0,,,,,,,,,not_found,Product page not found,,,
17372.0,,,,,,,,,not_found,Product page not found,,,
17376.0,,,,,,,,,not_found,Product page not found,,,
17387.0,,,,,,,,,not_found,Product page not found,,,
17417.0,,,,,,,,,not_found,Product page not found,,,
17420.0,,,,,,,,,not_found,Product page not found,,,
17421.0,,,,,,,,,not_found,Product page not found,,,
17422.0,,,,,,,,,not_found,Product page not found,,,
17423.0,,,,,,,,,not_found,Product page not found,,,
17424.0,,,,,,,,,not_found,Product page not found,,,
17426.0,,,,,,,,,not_found,Product page not found,,,
17427.0,,,,,,,,,not_found,Product page not found,,,
17428.0,,,,,,,,,not_found,Product page not found,,,
17429.0,,,,,,,,,not_found,Product page not found,,,
17430.0,,,,,,,,,not_found,Product page not found,,,
17432.0,,,,,,,,,not_found,Product page not found,,,
17433.0,,,,,,,,,not_found,Product page not found,,,
17446.0,,,,,,,,,not_found,Product page not found,,,
17447.0,,,,,,,,,not_found,Product page not found,,,
17448.0,,,,,,,,,not_found,Product page not found,,,
17449.0,,,,,,,,,not_found,Product page not found,,,
17453.0,,,,,,,,,not_found,Product page not found,,,
17468.0,,,,,,,,,not_found,Product page not found,,,
17469.0,,,,,,,,,not_found,Product page not found,,,
17470.0,,,,,,,,,not_found,Product page not found,,,
17498.0,,,,,,,,,not_found,Product page not found,,,
17499.0,,,,,,,,,not_found,Product page not found,,,
17534.0,,,,,,,,,not_found,Product page not found,,,
17535.0,,,,,,,,,not_found,Product page not found,,,
17536.0,,,,,,,,,not_found,Product page not found,,,
17537.0,,,,,,,,,not_found,Product page not found,,,
17538.0,,,,,,,,,not_found,Product page not found,,,
17539.0,,,,,,,,,not_found,Product page not found,,,
1754.0,,,,,,,,,not_found,Product page not found,,,
17540.0,,,,,,,,,not_found,Product page not found,,,
17570.0,,,,,,,,,not_found,Product page not found,,,
17603.0,,,,,,,,,not_found,Product page not found,,,
1761.0,,,,,,,,,not_found,Product page not found,,,
17620.0,,,,,,,,,not_found,Product page not found,,,
1763.0,,,,,,,,,not_found,Product page not found,,,
17638.0,,,,,,,,,not_found,Product page not found,,,
17639.0,,,,,,,,,not_found,Product page not found,,,
17642.0,,,,,,,,,not_found,Product page not found,,,
1767.0,,,,,,,,,not_found,Product page not found,,,
1768.0,,,,,,,,,not_found,Product page not found,,,
1770.0,,,,,,,,,not_found,Product page not found,,,
1771.0,,,,,,,,,not_found,Product page not found,,,
1776.0,,,,,,,,,not_found,Product page not found,,,
1777.0,,,,,,,,,not_found,Product page not found,,,
1778.0,,,,,,,,,not_found,Product page not found,,,
1779.0,,,,,,,,,not_found,Product page not found,,,
1781.0,,,,,,,,,not_found,Product page not found,,,
17816.0,,,,,,,,,not_found,Product page not found,,,
1782.0,,,,,,,,,not_found,Product page not found,,,
17847.0,,,,,,,,,not_found,Product page not found,,,
17848.0,,,,,,,,,not_found,Product page not found,,,
17849.0,,,,,,,,,not_found,Product page not found,,,
1785.0,,,,,,,,,not_found,Product page not found,,,
17869.0,,,,,,,,,not_found,Product page not found,,,
1787.0,,,,,,,,,not_found,Product page not found,,,
17872.0,,,,,,,,,not_found,Product page not found,,,
17874.0,,,,,,,,,not_found,Product page not found,,,
17876.0,,,,,,,,,not_found,Product page not found,,,
17924.0,,,,,,,,,not_found,Product page not found,,,
17925.0,,,,,,,,,not_found,Product page not found,,,
17927.0,,,,,,,,,not_found,Product page not found,,,
17928.0,,,,,,,,,not_found,Product page not found,,,
17940.0,,,,,,,,,not_found,Product page not found,,,
17941.0,,,,,,,,,not_found,Product page not found,,,
17942.0,,,,,,,,,not_found,Product page not found,,,
17943.0,,,,,,,,,not_found,Product page not found,,,
17945.0,,,,,,,,,not_found,Product page not found,,,
17946.0,,,,,,,,,not_found,Product page not found,,,
17949.0,,,,,,,,,not_found,Product page not found,,,
17950.0,,,,,,,,,not_found,Product page not found,,,
17951.0,,,,,,,,,not_found,Product page not found,,,
17952.0,,,,,,,,,not_found,Product page not found,,,
17953.0,,,,,,,,,not_found,Product page not found,,,
17955.0,,,,,,,,,not_found,Product page not found,,,
17956.0,,,,,,,,,not_found,Product page not found,,,
17957.0,,,,,,,,,not_found,Product page not found,,,
17969.0,,,,,,,,,not_found,Product page not found,,,
1797.0,,,,,,,,,not_found,Product page not found,,,
17976.0,,,,,,,,,not_found,Product page not found,,,
17977.0,,,,,,,,,not_found,Product page not found,,,
1799.0,,,,,,,,,not_found,Product page not found,,,
17991.0,,,,,,,,,not_found,Product page not found,,,
17992.0,,,,,,,,,not_found,Product page not found,,,
17993.0,,,,,,,,,not_found,Product page not found,,,
18019.0,,,,,,,,,not_found,Product page not found,,,
18020.0,,,,,,,,,not_found,Product page not found,,,
18021.0,,,,,,,,,not_found,Product page not found,,,
18088.0,,,,,,,,,not_found,Product page not found,,,
18089.0,,,,,,,,,not_found,Product page not found,,,
18091.0,,,,,,,,,not_found,Product page not found,,,
18093.0,,,,,,,,,not_found,Product page not found,,,
18116.0,,,,,,,,,not_found,Product page not found,,,
18117.0,,,,,,,,,not_found,Product page not found,,,
18118.0,,,,,,,,,not_found,Product page not found,,,
18119.0,,,,,,,,,not_found,Product page not found,,,
18120.0,,,,,,,,,not_found,Product page not found,,,
18122.0,,,,,,,,,not_found,Product page not found,,,
18128.0,,,,,,,,,not_found,Product page not found,,,
18174.0,,,,,,,,,not_found,Product page not found,,,
18197.0,,,,,,,,,not_found,Product page not found,,,
18198.0,,,,,,,,,not_found,Product page not found,,,
18200.0,,,,,,,,,not_found,Product page not found,,,
18202.0,,,,,,,,,not_found,Product page not found,,,
18203.0,,,,,,,,,not_found,Product page not found,,,
18209.0,,,,,,,,,not_found,Product page not found,,,
18210.0,,,,,,,,,not_found,Product page not found,,,
18214.0,,,,,,,,,not_found,Product page not found,,,
18219.0,,,,,,,,,not_found,Product page not found,,,
18226.0,,,,,,,,,not_found,Product page not found,,,
18229.0,,,,,,,,,not_found,Product page not found,,,
18230.0,,,,,,,,,not_found,Product page not found,,,
18231.0,,,,,,,,,not_found,Product page not found,,,
18232.0,,,,,,,,,not_found,Product page not found,,,
18233.0,,,,,,,,,not_found,Product page not found,,,
18243.0,,,,,,,,,not_found,Product page not found,,,
18249.0,,,,,,,,,not_found,Product page not found,,,
18253.0,,,,,,,,,not_found,Product page not found,,,
18254.0,,,,,,,,,not_found,Product page not found,,,
18262.0,,,,,,,,,not_found,Product page not found,,,
18267.0,,,,,,,,,not_found,Product page not found,,,
18271.0,,,,,,,,,not_found,Product page not found,,,
18272.0,,,,,,,,,not_found,Product page not found,,,
18273.0,,,,,,,,,not_found,Product page not found,,,
18277.0,,,,,,,,,not_found,Product page not found,,,
1833.0,,,,,,,,,not_found,Product page not found,,,
1834.0,,,,,,,,,not_found,Product page not found,,,
18346.0,,,,,,,,,not_found,Product page not found,,,
18347.0,,,,,,,,,not_found,Product page not found,,,
18348.0,,,,,,,,,not_found,Product page not found,,,
18349.0,,,,,,,,,not_found,Product page not found,,,
18350.0,,,,,,,,,not_found,Product page not found,,,
18351.0,,,,,,,,,not_found,Product page not found,,,
18352.0,,,,,,,,,not_found,Product page not found,,,
18359.0,,,,,,,,,not_found,Product page not found,,,
1836.0,,,,,,,,,not_found,Product page not found,,,
1837.0,,,,,,,,,not_found,Product page not found,,,
18376.0,,,,,,,,,not_found,Product page not found,,,
1838.0,,,,,,,,,not_found,Product page not found,,,
18409.0,,,,,,,,,not_found,Product page not found,,,
1843.0,,,,,,,,,not_found,Product page not found,,,
1844.0,,,,,,,,,not_found,Product page not found,,,
18473.0,,,,,,,,,not_found,Product page not found,,,
18475.0,,,,,,,,,not_found,Product page not found,,,
18479.0,,,,,,,,,not_found,Product page not found,,,
1848.0,,,,,,,,,not_found,Product page not found,,,
18484.0,,,,,,,,,not_found,Product page not found,,,
18486.0,,,,,,,,,not_found,Product page not found,,,
18489.0,,,,,,,,,not_found,Product page not found,,,
18490.0,,,,,,,,,not_found,Product page not found,,,
18492.0,,,,,,,,,not_found,Product page not found,,,
18499.0,,,,,,,,,not_found,Product page not found,,,
18501.0,,,,,,,,,not_found,Product page not found,,,
18511.0,,,,,,,,,not_found,Product page not found,,,
18527.0,,,,,,,,,not_found,Product page not found,,,
18528.0,,,,,,,,,not_found,Product page not found,,,
18531.0,,,,,,,,,not_found,Product page not found,,,
18532.0,,,,,,,,,not_found,Product page not found,,,
18541.0,,,,,,,,,not_found,Product page not found,,,
18545.0,,,,,,,,,not_found,Product page not found,,,
18546.0,,,,,,,,,not_found,Product page not found,,,
18548.0,,,,,,,,,not_found,Product page not found,,,
18606.0,,,,,,,,,not_found,Product page not found,,,
18607.0,,,,,,,,,not_found,Product page not found,,,
18608.0,,,,,,,,,not_found,Product page not found,,,
18610.0,,,,,,,,,not_found,Product page not found,,,
18611.0,,,,,,,,,not_found,Product page not found,,,
18612.0,,,,,,,,,not_found,Product page not found,,,
18636.0,,,,,,,,,not_found,Product page not found,,,
18637.0,,,,,,,,,not_found,Product page not found,,,
18638.0,,,,,,,,,not_found,Product page not found,,,
18644.0,,,,,,,,,not_found,Product page not found,,,
18645.0,,,,,,,,,not_found,Product page not found,,,
18649.0,,,,,,,,,not_found,Product page not found,,,
18650.0,,,,,,,,,not_found,Product page not found,,,
18658.0,,,,,,,,,not_found,Product page not found,,,
18664.0,,,,,,,,,not_found,Product page not found,,,
1867.0,,,,,,,,,not_found,Product page not found,,,
1868.0,,,,,,,,,not_found,Product page not found,,,
1869.0,,,,,,,,,not_found,Product page not found,,,
18705.0,,,,,,,,,not_found,Product page not found,,,
18706.0,,,,,,,,,not_found,Product page not found,,,
18707.0,,,,,,,,,not_found,Product page not found,,,
18708.0,,,,,,,,,not_found,Product page not found,,,
1871.0,,,,,,,,,not_found,Product page not found,,,
18712.0,,,,,,,,,not_found,Product page not found,,,
18713.0,,,,,,,,,not_found,Product page not found,,,
1872.0,,,,,,,,,not_found,Product page not found,,,
18731.0,,,,,,,,,not_found,Product page not found,,,
18732.0,,,,,,,,,not_found,Product page not found,,,
18733.0,,,,,,,,,not_found,Product page not found,,,
18734.0,,,,,,,,,not_found,Product page not found,,,
18736.0,,,,,,,,,not_found,Product page not found,,,
18751.0,,,,,,,,,not_found,Product page not found,,,
18755.0,,,,,,,,,not_found,Product page not found,,,
18756.0,,,,,,,,,not_found,Product page not found,,,
18757.0,,,,,,,,,not_found,Product page not found,,,
18758.0,,,,,,,,,not_found,Product page not found,,,
18760.0,,,,,,,,,not_found,Product page not found,,,
1879.0,,,,,,,,,not_found,Product page not found,,,
1880.0,,,,,,,,,not_found,Product page not found,,,
1881.0,,,,,,,,,not_found,Product page not found,,,
18831.0,,,,,,,,,not_found,Product page not found,,,
18832.0,,,,,,,,,not_found,Product page not found,,,
18834.0,,,,,,,,,not_found,Product page not found,,,
18835.0,,,,,,,,,not_found,Product page not found,,,
18836.0,,,,,,,,,not_found,Product page not found,,,
18839.0,,,,,,,,,not_found,Product page not found,,,
18840.0,,,,,,,,,not_found,Product page not found,,,
1885.0,,,,,,,,,not_found,Product page not found,,,
18853.0,,,,,,,,,not_found,Product page not found,,,
18854.0,,,,,,,,,not_found,Product page not found,,,
18855.0,,,,,,,,,not_found,Product page not found,,,
18865.0,,,,,,,,,not_found,Product page not found,,,
18872.0,,,,,,,,,not_found,Product page not found,,,
18873.0,,,,,,,,,not_found,Product page not found,,,
1893.0,,,,,,,,,not_found,Product page not found,,,
18930.0,,,,,,,,,not_found,Product page not found,,,
18931.0,,,,,,,,,not_found,Product page not found,,,
1894.0,,,,,,,,,not_found,Product page not found,,,
1895.0,,,,,,,,,not_found,Product page not found,,,
18965.0,,,,,,,,,not_found,Product page not found,,,
18975.0,,,,,,,,,not_found,Product page not found,,,
1900.0,,,,,,,,,not_found,Product page not found,,,
19009.0,,,,,,,,,not_found,Product page not found,,,
1901.0,,,,,,,,,not_found,Product page not found,,,
19010.0,,,,,,,,,not_found,Product page not found,,,
19013.0,,,,,,,,,not_found,Product page not found,,,
19015.0,,,,,,,,,not_found,Product page not found,,,
19016.0,,,,,,,,,not_found,Product page not found,,,
19020.0,,,,,,,,,not_found,Product page not found,,,
19021.0,,,,,,,,,not_found,Product page not found,,,
19022.0,,,,,,,,,not_found,Product page not found,,,
19023.0,,,,,,,,,not_found,Product page not found,,,
1903.0,,,,,,,,,not_found,Product page not found,,,
19037.0,,,,,,,,,not_found,Product page not found,,,
19038.0,,,,,,,,,not_found,Product page not found,,,
1904.0,,,,,,,,,not_found,Product page not found,,,
19040.0,,,,,,,,,not_found,Product page not found,,,
19043.0,,,,,,,,,not_found,Product page not found,,,
19047.0,,,,,,,,,not_found,Product page not found,,,
19049.0,,,,,,,,,not_found,Product page not found,,,
1905.0,,,,,,,,,not_found,Product page not found,,,
19055.0,,,,,,,,,not_found,Product page not found,,,
19059.0,,,,,,,,,not_found,Product page not found,,,
1906.0,,,,,,,,,not_found,Product page not found,,,
19060.0,,,,,,,,,not_found,Product page not found,,,
19065.0,,,,,,,,,not_found,Product page not found,,,
19067.0,,,,,,,,,not_found,Product page not found,,,
19085.0,,,,,,,,,not_found,Product page not found,,,
19088.0,,,,,,,,,not_found,Product page not found,,,
19089.0,,,,,,,,,not_found,Product page not found,,,
19090.0,,,,,,,,,not_found,Product page not found,,,
19092.0,,,,,,,,,not_found,Product page not found,,,
19094.0,,,,,,,,,not_found,Product page not found,,,
19095.0,,,,,,,,,not_found,Product page not found,,,
19096.0,,,,,,,,,not_found,Product page not found,,,
19098.0,,,,,,,,,not_found,Product page not found,,,
1910.0,,,,,,,,,not_found,Product page not found,,,
19100.0,,,,,,,,,not_found,Product page not found,,,
19106.0,,,,,,,,,not_found,Product page not found,,,
19108.0,,,,,,,,,not_found,Product page not found,,,
19137.0,,,,,,,,,not_found,Product page not found,,,
